,x,y,z,role
504,-6.7479486,-23.309671,13.989698,Network Engineering
505,-6.7479486,-23.309671,13.989698,Network Engineering
506,-9.813835,7.993153,29.117876,Network Engineering
507,-9.11768,-26.420416,12.170532,Network Engineering
508,-8.211302,-25.595491,11.871077,Network Engineering
509,-9.813835,7.993153,29.117876,Network Engineering
510,-26.664488,7.2456245,-1.1485603,Partnerships
511,-25.474974,-17.428059,-15.907431,Partnerships
512,-3.2832813,-0.07898624,17.928106,Partnerships
513,24.837437,16.369385,0.8636926,Partnerships
514,-4.960908,-17.747368,-15.025876,Partnerships
515,14.160632,-11.673248,4.7243695,Partnerships
516,1.8367999,-17.803968,-20.206106,Partnerships
517,-25.031162,1.5030644,16.720491,Partnerships
518,-19.743317,3.0379546,14.2405815,Partnerships
519,-19.667933,-18.656185,0.10756215,Partnerships
520,-26.895168,7.131582,-2.328086,Partnerships
521,-14.298672,-19.70969,2.4464731,Partnerships
522,-28.125889,21.449993,-0.987085,Partnerships
523,1.7707329,10.619608,-6.24729,Partnerships
524,5.2148046,-19.45328,-14.109694,Partnerships
525,-25.474974,-17.428059,-15.907431,Partnerships
526,-25.474974,-17.428059,-15.907431,Partnerships
527,-0.5100124,-7.357603,10.158677,Partnerships
528,-25.474974,-17.428059,-15.907431,Partnerships
529,-24.72205,-16.65605,0.84968066,Partnerships
530,-21.119434,-14.702393,-2.401306,Partnerships
531,23.607363,12.113935,-3.1028597,Partnerships
532,-14.298672,-19.70969,2.4464731,Partnerships
533,-19.743317,3.0379546,14.2405815,Partnerships
534,1.1519454,11.791395,-3.8097239,Partnerships
535,2.3386934,0.9150429,-6.1592712,Partnerships
536,1.790749,16.33831,-6.380165,Partnerships
537,-26.162737,-16.98015,2.1863146,Partnerships
538,6.6391397,6.111515,3.6264153,Partnerships
539,24.837437,16.369385,0.8636926,Partnerships
540,-27.21883,20.20862,-1.6163607,Partnerships
541,-4.056701,19.602224,-2.9082134,Partnerships
542,0.5047122,-10.148169,3.5401554,Partnerships
543,-1.5312254,7.788929,-0.6141975,Partnerships
544,-21.783253,-11.37418,-22.638008,Partnerships
545,-25.474974,-17.428059,-15.907431,Partnerships
546,9.948732,-1.836101,-8.250168,Partnerships
547,-21.783253,-11.37418,-22.638008,Partnerships
548,-25.995312,-18.89685,1.7008631,Partnerships
549,-24.28335,-17.846912,2.573534,Partnerships
550,-23.420347,-21.291254,5.3019667,Partnerships
551,-24.390783,-18.602757,0.5686253,Partnerships
552,-28.125889,21.449993,-0.987085,Partnerships
553,-21.886654,6.0279555,0.18538572,Partnerships
554,-15.696263,9.766255,0.41067034,Partnerships
555,1.7881866,-17.953144,-21.399939,Partnerships
556,13.167376,-11.073751,5.041855,Partnerships
557,5.303345,-18.211096,-13.683232,Partnerships
558,22.064503,-2.8097963,-7.8420477,Partnerships
559,10.562719,-21.791632,-14.294631,Partnerships
560,-19.807613,-17.174881,1.3608403,Partnerships
561,-22.263596,7.0114727,0.9790673,Partnerships
562,-0.16169588,-3.2564492,4.3784432,Partnerships
563,-19.667933,-18.656185,0.10756215,Partnerships
564,-18.218096,-17.381882,0.2649669,Partnerships
565,-21.351147,-21.397247,4.732153,Partnerships
566,-20.337214,-16.105503,-1.4694895,Partnerships
567,-1.029325,26.06819,-6.2699943,Partnerships
568,-13.731863,5.680741,0.07597918,Partnerships
569,-25.474974,-17.428059,-15.907431,Partnerships
570,0.6775891,-6.6538863,-7.607048,People Operations
571,1.0781453,-15.4841,-21.076735,People Operations
572,4.176452,14.9426565,-26.653614,People Operations
573,19.68635,9.180331,-12.738116,People Operations
574,6.122726,11.68055,-25.255095,People Operations
575,-7.213877,-22.971743,-19.89264,People Operations
576,6.468505,7.7367334,-18.39991,People Operations
577,10.473217,6.7112603,-21.95787,People Operations
578,7.8710594,16.246897,-21.75245,People Operations
579,0.78785115,2.9794047,-13.074779,People Operations
580,14.3079605,-7.961825,-14.761055,People Operations
581,8.938853,12.500017,-12.286018,People Operations
582,-10.064793,-22.067032,-19.465271,People Operations
583,24.59938,-7.180822,3.7758884,People Operations
584,-0.14847346,9.24323,-16.807316,People Operations
585,-0.14847346,9.24323,-16.807316,People Operations
586,1.2709678,-7.7482123,-8.247568,People Operations
587,31.081032,2.2858253,21.91026,People Operations
588,6.676605,-18.937338,-16.51613,People Operations
589,6.3381305,8.919917,-28.866188,People Operations
590,8.500196,8.112234,-22.99657,People Operations
591,-9.067509,-23.510551,-20.439821,People Operations
592,17.013113,10.158957,-18.331049,People Operations
593,8.185748,11.799361,-23.524342,People Operations
594,7.461033,7.4381056,-17.543005,People Operations
595,16.99742,9.744908,-10.906724,People Operations
596,6.0145154,-0.6088271,-10.512926,People Operations
597,4.192764,5.91901,-15.311909,People Operations
598,23.976818,10.674748,-9.702273,People Operations
599,10.257612,14.923027,-13.386956,People Operations
600,-8.35478,-21.359287,-20.23045,People Operations
601,4.2873325,7.011406,-14.798317,People Operations
602,-27.759882,9.61789,7.176154,People Operations
603,19.014572,10.463714,-12.644408,People Operations
604,6.3381305,8.919917,-28.866188,People Operations
605,0.31360003,11.095093,-21.221952,People Operations
606,-5.0651746,1.4047216,-2.3791053,People Operations
607,-5.9260316,1.8900875,-1.7039309,People Operations
608,3.3536162,14.177481,-24.580647,People Operations
609,1.135262,-3.2324903,-13.97896,People Operations
610,7.316562,12.01914,-25.87361,People Operations
611,2.067729,15.106325,-27.626942,People Operations
612,18.803144,10.442768,-18.100845,People Operations
613,22.819574,1.5050474,-6.7116814,People Operations
614,6.4795966,3.5168645,-4.150795,People Operations
615,8.5326605,6.759122,-16.00314,People Operations
616,19.246672,-5.2377086,-1.9770745,People Operations
617,2.519524,1.7301387,-11.935215,People Operations
618,9.786778,-0.52275807,-6.2733183,People Operations
619,7.1032505,8.051333,-24.92202,People Operations
620,-12.039883,-15.491375,-7.5777464,People Operations
621,20.103054,10.727532,-18.314274,People Operations
622,10.67835,-1.0692763,2.2413309,People Operations
623,7.0774083,15.716317,-21.008886,People Operations
624,6.6588397,-1.4300576,1.7223984,People Operations
625,20.684204,8.701217,-14.015726,People Operations
626,12.105177,-10.530732,-13.877533,People Operations
627,6.3381305,8.919917,-28.866188,People Operations
628,2.6215713,16.25868,-25.523802,People Operations
629,6.3381305,8.919917,-28.866188,People Operations
630,13.003292,-15.891689,-14.5566,People Operations
631,22.83291,10.550105,-9.328854,People Operations
632,6.4627533,14.496208,-8.509104,People Operations
633,0.609151,-3.9059205,-13.119388,People Operations
634,20.831463,-5.5339513,-3.3025644,People Operations
635,4.176452,14.9426565,-26.653614,People Operations
636,1.1289446,-14.245205,-7.4152813,People Operations
637,23.611177,-12.755716,-6.463119,People Operations
638,1.3845125,14.381466,-25.607237,People Operations
639,8.186349,12.722415,-11.263029,People Operations
640,24.59938,-7.180822,3.7758884,People Operations
641,0.31360003,11.095093,-21.221952,People Operations
642,4.7986026,-2.175662,3.374373,People Operations
643,-0.14847346,9.24323,-16.807316,People Operations
644,-8.505521,-22.708982,-18.383059,People Operations
645,10.257612,14.923027,-13.386956,People Operations
646,-29.781225,10.181329,7.8119497,People Operations
647,6.3381305,8.919917,-28.866188,People Operations
648,6.327343,7.4384317,-26.311337,People Operations
649,16.158484,10.385626,-10.171976,People Operations
650,-2.0661223,8.157875,-15.78627,People Operations
651,6.273183,-1.9584525,-6.020582,People Operations
652,22.150743,-11.954254,-7.0208426,People Operations
653,-26.671003,9.282113,6.7184553,People Operations
654,2.7869072,13.031026,-26.670053,People Operations
655,3.23427,-7.8369455,-5.9558597,People Operations
656,-11.847871,0.37464774,15.130908,Product & Customer Support
657,-26.528101,-1.048812,19.476843,Product & Customer Support
658,0.78706145,2.0050673,2.3265657,Product & Customer Support
659,6.801352,-31.036562,-6.83823,Product & Customer Support
660,14.623637,-24.520115,-0.8089118,Product & Customer Support
661,0.69000626,1.072508,0.62012887,Product & Customer Support
662,9.218866,-16.548973,-12.348417,Product & Customer Support
663,-8.900172,-5.760366,4.756281,Product & Customer Support
664,3.7716393,18.39872,-10.342256,Product & Customer Support
665,0.18230484,-10.030944,5.042665,Product & Customer Support
666,-25.151585,-0.99784786,17.587902,Product & Customer Support
667,20.946547,-12.046771,-4.9541683,Product & Customer Support
668,-7.811755,-5.2676578,4.9561777,Product & Customer Support
669,-1.0951666,16.716324,-13.909982,Product & Customer Support
670,-9.223858,25.658205,8.207163,Product & Customer Support
671,1.1393758,17.304073,-11.478737,Product & Customer Support
672,6.334738,-14.820986,-15.738518,Product & Customer Support
673,-11.847871,0.37464774,15.130908,Product & Customer Support
674,17.439342,-11.7048025,-3.8816545,Product & Customer Support
675,3.294356,-0.7001569,-7.6507354,Product & Customer Support
676,8.386458,-16.099642,-13.0964155,Product & Customer Support
677,14.575602,-6.6616464,-5.7570853,Product & Customer Support
678,3.3905258,18.734072,-8.665226,Product & Customer Support
679,-0.9169271,1.5197909,1.5898261,Product & Customer Support
680,-11.056732,9.328863,-1.3174512,Product & Customer Support
681,0.12503414,2.9069338,0.75357836,Product & Customer Support
682,14.623637,-24.520115,-0.8089118,Product & Customer Support
683,-14.832516,-4.4431987,11.650656,Product & Customer Support
684,1.4358814,-28.144266,3.4684238,Product & Customer Support
685,6.801352,-31.036562,-6.83823,Product & Customer Support
686,-24.130323,-0.805322,19.709223,Product & Customer Support
687,-12.9612055,-0.24791363,16.58992,Product & Customer Support
688,-6.8995376,-14.212324,-22.329565,Product & Customer Support
689,0.0626846,-25.263489,3.249136,Product & Customer Support
690,10.339481,-20.547327,-2.1367838,Product & Customer Support
691,-20.971125,-33.09048,4.8342953,Product & Customer Support
692,-6.8995376,-14.212324,-22.329565,Product & Customer Support
693,-25.202631,-7.1440988,9.810169,Product & Customer Support
694,-18.676977,-33.10538,5.757061,Product & Customer Support
695,-20.971125,-33.09048,4.8342953,Product & Customer Support
696,-26.97316,-2.531974,17.918463,Product & Customer Support
697,16.682144,-11.36754,-4.760573,Product & Customer Support
698,9.588463,-21.24222,-1.4984548,Product & Customer Support
699,7.29599,18.535671,-9.300568,Product & Customer Support
700,-15.380158,-10.397155,-15.966379,Product & Customer Support
701,0.0626846,-25.263489,3.249136,Product & Customer Support
702,-25.202631,-7.1440988,9.810169,Product & Customer Support
703,6.761099,19.190432,-7.8479967,Product & Customer Support
704,-25.202631,-7.1440988,9.810169,Product & Customer Support
705,-11.591304,1.0732137,16.91884,Product & Customer Support
706,-0.60024375,-17.980919,-29.635035,Program Management
707,-9.410136,-5.527734,-2.3904748,Program Management
708,-25.665379,-21.204342,-15.458929,Program Management
709,20.16838,2.5326445,-6.537334,Program Management
710,-13.022332,-13.743782,-1.5848053,Program Management
711,15.852472,-4.5512276,-2.849685,Program Management
712,2.031188,-4.591316,5.5838876,Program Management
713,-21.309525,-1.4903035,-15.855799,Program Management
714,-25.714115,-2.5479348,5.9242377,Program Management
715,13.576617,-12.221069,7.3125944,Program Management
716,1.5062169,-10.187386,1.6937194,Program Management
717,-14.050091,-17.847307,-11.478724,Program Management
718,-25.44005,-21.385555,-13.363745,Program Management
719,-0.68051434,-4.988855,-6.630424,Program Management
720,-23.445604,-21.981165,-5.4196706,Program Management
721,-26.554844,-14.48097,-12.378398,Program Management
722,2.5848835,-2.964619,4.8915305,Program Management
723,-26.554844,-14.48097,-12.378398,Program Management
724,-24.085833,-20.21359,-7.8118167,Program Management
725,6.3778377,0.7854382,-8.812125,Program Management
726,1.5765257,25.417988,-7.238325,Program Management
727,7.242375,-10.3060875,4.0986104,Program Management
728,-16.729074,-0.78086936,1.7362586,Program Management
729,9.911989,-10.403393,1.6331003,Program Management
730,-14.050091,-17.847307,-11.478724,Program Management
731,18.19836,-6.0516586,8.186121,Program Management
732,8.438115,-11.509019,4.1399446,Program Management
733,-0.3476213,-0.17547835,-9.11844,Program Management
734,-21.835072,-21.227066,-5.802922,Program Management
735,21.817541,3.67241,-9.282721,Program Management
736,6.3102264,2.5442684,-5.955468,Program Management
737,6.0518312,-12.419403,3.749141,Program Management
738,-23.013565,-18.877956,-7.307447,Program Management
739,16.139742,-6.664217,5.1656055,Program Management
740,12.1709175,-2.1131687,-6.2563734,Program Management
741,-2.6339507,17.147593,-4.584696,Program Management
742,10.666811,-14.346171,5.0657487,Program Management
743,5.8513246,-11.219224,0.25512218,Program Management
744,-7.2200046,-19.78293,11.461285,Program Management
745,1.7650076,-3.5030499,6.4527974,Program Management
746,-6.870177,-4.8007345,-1.4120933,Program Management
747,-24.238192,-17.953478,-18.08552,Program Management
748,-21.835072,-21.227066,-5.802922,Program Management
749,-2.8401215,15.447947,12.882087,Program Management
750,10.540011,-28.664047,-8.912617,Program Management
751,-24.061073,-21.008688,-14.496325,Program Management
752,10.195241,-7.8337293,-6.4084477,Program Management
753,-7.691011,-6.0196204,-0.09923574,Program Management
754,15.074594,-12.042778,-2.7520032,Program Management
755,-22.332228,-1.245143,-16.445127,Program Management
756,9.962855,11.507809,16.606573,Program Management
757,-22.278442,-16.77096,-16.109993,Program Management
758,-24.425632,-19.296682,-6.308884,Program Management
759,-24.821968,-14.350244,-12.32992,Program Management
760,-19.620066,-7.854898,1.9331374,Program Management
761,21.817541,3.67241,-9.282721,Program Management
762,14.6371355,-2.8907006,-1.4727592,Program Management
763,-9.174862,-12.740987,8.567829,Program Management
764,-6.430021,-20.004128,10.512172,Program Management
765,1.5765257,25.417988,-7.238325,Program Management
766,-12.662624,-12.770111,-0.9649658,Program Management
767,-8.079998,-4.0845733,-0.19861406,Program Management
768,-15.356518,1.5051752,-12.156008,Program Management
769,5.75635,-14.310764,9.236867,Program Management
770,-2.6339507,17.147593,-4.584696,Program Management
771,-7.691011,-6.0196204,-0.09923574,Program Management
772,3.1552691,4.9735723,-8.711729,Program Management
773,21.168064,2.2187257,-14.003326,Program Management
774,-2.8401215,15.447947,12.882087,Program Management
775,-13.34071,7.754091,-12.208452,Program Management
776,-0.60024375,-17.980919,-29.635035,Program Management
777,-0.11247792,8.08498,-6.734464,Program Management
778,-4.097469,-11.943081,-33.912033,Real Estate & Workplace Services
779,-3.633247,-11.3173485,-36.493088,Real Estate & Workplace Services
780,-0.44084528,-12.484145,-34.382244,Real Estate & Workplace Services
781,1.4257296,-13.471736,-36.578102,Real Estate & Workplace Services
782,18.312325,-13.4703865,-6.1421537,Real Estate & Workplace Services
783,0.008044832,-6.8106766,-32.663532,Real Estate & Workplace Services
784,-0.44084528,-12.484145,-34.382244,Real Estate & Workplace Services
785,-3.633247,-11.3173485,-36.493088,Real Estate & Workplace Services
786,31.545612,5.6751895,-5.571824,Real Estate & Workplace Services
787,29.859232,-2.9496453,-16.85573,Real Estate & Workplace Services
788,26.512398,-9.717104,-16.344582,Real Estate & Workplace Services
789,26.404667,-9.849008,-15.15313,Real Estate & Workplace Services
790,-3.633247,-11.3173485,-36.493088,Real Estate & Workplace Services
791,-0.6426411,-15.877691,-31.805967,Real Estate & Workplace Services
792,31.41627,6.233248,-6.626253,Real Estate & Workplace Services
793,0.008044832,-6.8106766,-32.663532,Real Estate & Workplace Services
794,16.075783,-8.0016985,-6.7527742,Real Estate & Workplace Services
795,3.6083748,14.077784,-11.405892,Real Estate & Workplace Services
796,-0.44084528,-12.484145,-34.382244,Real Estate & Workplace Services
797,-1.2806413,-14.212941,-35.480343,Real Estate & Workplace Services
798,8.659223,4.739722,8.142583,Real Estate & Workplace Services
799,19.670397,-3.9781833,-0.34397587,Real Estate & Workplace Services
800,-0.44084528,-12.484145,-34.382244,Real Estate & Workplace Services
801,0.008044832,-6.8106766,-32.663532,Real Estate & Workplace Services
802,-13.917877,14.199644,0.7267364,Real Estate & Workplace Services
803,22.640053,-14.004951,-17.946997,Sales & Account Management
804,9.067379,-6.110507,-11.188575,Sales & Account Management
805,-28.010942,1.0087045,-9.214233,Sales & Account Management
806,-23.063856,-22.926058,3.068172,Sales & Account Management
807,14.51973,-9.768954,-16.180817,Sales & Account Management
808,3.7356582,12.942337,3.8686306,Sales & Account Management
809,-3.4549086,13.37488,23.204617,Sales & Account Management
810,-15.13602,5.3776035,17.208832,Sales & Account Management
811,-5.4077773,15.566807,22.912169,Sales & Account Management
812,-8.594431,12.534674,-7.3800254,Sales & Account Management
813,-16.979347,-9.732027,-13.758009,Sales & Account Management
814,-13.388243,-4.8926287,1.8150249,Sales & Account Management
815,-0.49624008,28.277197,7.1425247,Sales & Account Management
816,3.0729585,17.837109,7.7651725,Sales & Account Management
817,-25.569693,-3.5003004,20.347227,Sales & Account Management
818,-2.8958576,-18.667435,-14.893054,Sales & Account Management
819,-21.525988,-1.209334,14.714499,Sales & Account Management
820,2.0017319,14.706825,24.760777,Sales & Account Management
821,6.074396,15.368005,7.507963,Sales & Account Management
822,-16.447004,-8.264891,-14.569676,Sales & Account Management
823,-12.462723,18.200329,18.417625,Sales & Account Management
824,3.1084237,22.183645,-2.1559126,Sales & Account Management
825,-18.55907,3.1930912,-21.090733,Sales & Account Management
826,-14.480785,8.222249,10.705956,Sales & Account Management
827,-32.042618,-1.4266864,-3.111015,Sales & Account Management
828,-17.661415,-7.863774,-12.784416,Sales & Account Management
829,13.024268,-16.781376,-16.10278,Sales & Account Management
830,-26.747734,-1.0844045,-8.727741,Sales & Account Management
831,6.755783,15.569636,5.9148593,Sales & Account Management
832,-25.569693,-3.5003004,20.347227,Sales & Account Management
833,-23.063856,-22.926058,3.068172,Sales & Account Management
834,-23.063856,-22.926058,3.068172,Sales & Account Management
835,-27.59065,-0.58809036,-11.029155,Sales & Account Management
836,-0.49624008,28.277197,7.1425247,Sales & Account Management
837,25.762554,13.590873,-4.8517833,Sales & Account Management
838,-14.68742,3.181688,15.438534,Sales & Account Management
839,-23.780943,1.840717,-10.91529,Sales & Account Management
840,1.4748279,-11.556419,-11.514749,Sales & Account Management
841,6.731598,20.292011,-9.269442,Sales & Account Management
842,-31.321703,-2.1445405,0.85293394,Sales & Account Management
843,1.6095223,15.481136,23.807325,Sales & Account Management
844,0.21454887,9.442445,32.313408,Sales & Account Management
845,2.3356795,22.361992,1.4357224,Sales & Account Management
846,-2.7711852,11.01724,23.725927,Sales & Account Management
847,0.96645474,-16.363514,-9.832496,Sales & Account Management
848,-25.683117,3.1156342,14.940666,Sales & Account Management
849,-3.9021034,19.09118,13.852647,Sales & Account Management
850,7.0117626,14.178717,6.203476,Sales & Account Management
851,-23.021706,-2.6983933,18.920485,Sales & Account Management
852,5.611568,26.93553,-5.9642854,Sales & Account Management
853,-15.91854,7.1673656,-14.296027,Sales & Account Management
854,-31.321703,-2.1445405,0.85293394,Sales & Account Management
855,-6.336894,19.737608,11.190732,Sales & Account Management
856,3.9813316,25.778717,-3.9669027,Sales & Account Management
857,-16.447004,-8.264891,-14.569676,Sales & Account Management
858,3.47748,23.892422,12.150636,Sales & Account Management
859,10.2058935,7.6641836,10.585077,Sales & Account Management
860,-4.4259696,4.8232255,13.3246565,Sales & Account Management
861,-5.4077773,15.566807,22.912169,Sales & Account Management
862,-27.00682,-17.629478,-0.9155663,Sales & Account Management
863,9.193671,3.0403385,-8.689449,Sales & Account Management
864,-27.59065,-0.58809036,-11.029155,Sales & Account Management
865,-15.326512,7.7651577,-1.4920043,Sales & Account Management
866,1.1134421,29.355715,-5.6092625,Sales & Account Management
867,-4.7948327,24.912363,13.943171,Sales & Account Management
868,-8.557964,24.512,9.552321,Sales & Account Management
869,2.483942,23.973032,19.684847,Sales & Account Management
870,21.482794,-12.91706,-15.364983,Sales & Account Management
871,15.135206,15.701549,15.806726,Sales & Account Management
872,4.322323,19.152441,-13.393091,Sales & Account Management
873,4.2624464,20.51551,-13.41837,Sales & Account Management
874,-28.010942,1.0087045,-9.214233,Sales & Account Management
875,19.26286,6.3422675,-5.5136943,Sales & Account Management
876,-17.864086,-9.232617,-5.4660573,Sales & Account Management
877,0.95029604,24.635242,19.64539,Sales & Account Management
878,-5.616149,23.37503,13.923101,Sales & Account Management
879,-23.063856,-22.926058,3.068172,Sales & Account Management
880,21.006716,-14.2550535,-16.79446,Sales & Account Management
881,1.8541256,23.197943,0.5866575,Sales & Account Management
882,4.7095346,25.440893,-1.8403273,Sales & Account Management
883,-3.8470752,20.791023,11.53728,Sales & Account Management
884,0.73072433,27.441795,8.2895155,Sales & Account Management
885,-5.4077773,15.566807,22.912169,Sales & Account Management
886,5.203449,14.208683,4.4569387,Sales & Account Management
887,20.462244,8.617121,-4.6573257,Sales & Account Management
888,-0.632433,18.117424,-12.833462,Sales & Account Management
889,-5.4077773,15.566807,22.912169,Sales & Account Management
890,19.45402,6.906117,-6.578949,Sales & Account Management
891,-13.051491,8.839946,-1.787157,Sales & Account Management
892,-1.080887,18.694,11.4438925,Sales & Account Management
893,-6.6315956,23.818222,10.933776,Sales & Account Management
894,-3.948174,19.928883,9.9238405,Sales & Account Management
895,-32.110756,-1.1202002,-4.411776,Sales & Account Management
896,-32.156826,-0.58853066,-6.396943,Sales & Account Management
897,-15.482987,-3.6941698,3.2333283,Sales & Account Management
898,3.5795536,6.554953,-0.1017372,Sales & Account Management
899,-14.517946,-1.9818014,2.5061908,Sales & Account Management
900,2.483942,23.973032,19.684847,Sales & Account Management
901,2.010585,23.702894,11.39955,Sales & Account Management
902,0.8706497,-6.2323127,1.5409927,Sales & Account Management
903,14.51973,-9.768954,-16.180817,Sales & Account Management
904,0.21454887,9.442445,32.313408,Sales & Account Management
905,-16.578852,4.1941156,-12.369663,Sales & Account Management
906,1.54151,19.119596,8.107916,Sales & Account Management
907,-10.972723,-17.05887,2.5508363,Sales & Account Management
908,-28.010942,1.0087045,-9.214233,Sales & Account Management
909,-14.598824,-5.7472267,1.380427,Sales & Account Management
910,22.009583,-12.2635565,-17.1861,Sales & Account Management
911,-17.864086,-9.232617,-5.4660573,Sales & Account Management
912,-13.757348,6.96304,-1.5453485,Sales & Account Management
913,-5.4169455,18.166082,16.058243,Sales & Account Management
914,-29.144007,-1.1625261,-9.273253,Sales & Account Management
915,3.1453567,23.990307,-2.0505648,Sales & Account Management
916,-2.273076,19.928406,14.25679,Sales & Account Management
917,-26.350157,1.4658389,13.630344,Sales & Account Management
918,-2.4964213,22.590916,11.235699,Sales & Account Management
919,22.528753,12.353622,-5.76993,Sales & Account Management
920,1.2387297,25.828037,-5.128599,Sales & Account Management
921,-15.024767,6.0257335,-2.78726,Sales & Account Management
922,-16.8147,7.6106253,-12.360955,Sales & Account Management
923,-15.479349,-3.2676585,0.8862467,Sales & Account Management
924,2.206709,23.204605,12.975419,Sales & Account Management
925,10.960144,14.8681755,2.523169,Sales & Account Management
926,-23.090406,-1.256819,16.149767,Sales & Account Management
927,0.18076842,13.648075,24.753082,Sales & Account Management
928,3.8355358,20.560646,11.422644,Sales & Account Management
929,7.6420135,-5.491536,-11.456412,Sales & Account Management
930,-23.021706,-2.6983933,18.920485,Sales & Account Management
931,-15.917768,26.852299,-0.6482331,Sales & Account Management
932,23.102837,-13.9107065,-15.997916,Sales & Account Management
933,-2.741337,8.068186,-0.75247884,Sales & Account Management
934,-2.96858,22.444462,-0.9198312,Sales & Account Management
935,-23.123814,8.011683,-15.6818695,Sales & Account Management
936,-7.0330777,16.43553,19.607443,Sales & Account Management
937,-3.3682086,20.7696,7.731284,Sales & Account Management
938,-18.285036,7.5995874,-14.2031765,Sales & Account Management
939,-15.91854,7.1673656,-14.296027,Sales & Account Management
940,-26.371181,0.02591955,13.236903,Sales & Account Management
941,0.21454887,9.442445,32.313408,Sales & Account Management
942,-6.3964105,14.7194395,5.7484245,Sales & Account Management
943,-31.321703,-2.1445405,0.85293394,Sales & Account Management
944,-11.042117,12.282854,17.087978,Sales & Account Management
945,-17.287643,3.780207,-13.583265,Sales & Account Management
946,-16.636576,5.1681824,14.427467,Sales & Account Management
947,-2.238321,23.02748,-0.109099165,Sales & Account Management
948,-0.82314575,16.065369,-12.187321,Sales & Account Management
949,-19.004095,3.7399402,-11.489241,Sales & Account Management
950,-11.209969,17.68983,18.230074,Sales & Account Management
951,1.3363311,15.970139,-14.40916,Sales & Account Management
952,-2.7189279,16.566042,5.031968,Sales & Account Management
953,-5.90195,16.059788,10.871121,Sales & Account Management
954,-8.533618,11.46673,-8.688011,Sales & Account Management
955,7.6614017,-18.402882,-19.21596,Sales & Account Management
956,-31.321703,-2.1445405,0.85293394,Sales & Account Management
957,-4.7948327,24.912363,13.943171,Sales & Account Management
958,-11.042117,12.282854,17.087978,Sales & Account Management
959,8.595176,20.043783,1.1757796,Sales & Account Management
960,-3.347887,22.469282,6.077334,Sales & Account Management
961,-16.728186,-3.3910208,1.89138,Sales & Account Management
962,-24.697891,-3.6163754,17.435303,Sales & Account Management
963,-23.063856,-22.926058,3.068172,Sales & Account Management
964,-15.91854,7.1673656,-14.296027,Sales & Account Management
965,7.069011,5.7071958,5.917199,Sales & Account Management
966,2.664582,20.345629,6.7259865,Sales & Account Management
967,1.1134421,29.355715,-5.6092625,Sales & Account Management
968,-12.022337,-0.3080608,2.6395168,Sales & Account Management
969,6.60302,27.327482,-6.8659964,Sales & Account Management
970,-3.0290837,17.520666,9.757454,Sales & Account Management
971,15.476578,-24.727005,-14.182598,Sales Operations
972,-6.439378,2.305218,5.954897,Sales Operations
973,-24.019754,0.7945924,-10.10729,Sales Operations
974,-19.726177,6.8007736,-17.727789,Sales Operations
975,-23.17178,6.411325,-17.134668,Sales Operations
976,-19.726177,6.8007736,-17.727789,Sales Operations
977,-0.97561055,7.157945,19.690208,Sales Operations
978,-6.439378,2.305218,5.954897,Sales Operations
979,8.654062,20.26017,2.4686356,Sales Operations
980,-20.71044,4.808687,-19.06442,Sales Operations
981,1.139579,15.899476,10.054951,Sales Operations
982,-11.381091,9.965949,16.815195,Sales Operations
983,-6.594167,6.395944,12.957625,Sales Operations
984,-18.29125,4.664233,-18.057873,Sales Operations
985,-20.30853,4.5570655,-16.623981,Sales Operations
986,-7.432,16.674522,18.20991,Sales Operations
987,-6.066306,6.8373995,14.089668,Sales Operations
988,-3.302456,-17.650078,-15.681811,Sales Operations
989,-18.29125,4.664233,-18.057873,Sales Operations
990,-20.592964,-32.35058,7.1304026,Sales Operations
991,-20.592964,-32.35058,7.1304026,Sales Operations
992,-20.592964,-32.35058,7.1304026,Sales Operations
993,-10.620437,10.158265,15.476906,Sales Operations
994,7.404618,-19.821096,-12.551017,Sales Operations
995,-20.592964,-32.35058,7.1304026,Sales Operations
996,-20.71044,4.808687,-19.06442,Sales Operations
997,9.089508,3.7450175,0.3152565,Sales Operations
998,-6.439378,2.305218,5.954897,Sales Operations
999,-18.829056,6.2888436,-19.9335,Sales Operations
1000,-0.932506,8.546898,18.769278,Sales Operations
1001,0.47722524,7.9351745,19.415192,Sales Operations
1002,-2.7109299,-14.800905,13.383937,Software Engineering
1003,-9.354081,-11.053893,16.619087,Software Engineering
1004,1.3210806,-21.167065,15.536504,Software Engineering
1005,-5.1674323,-4.533429,22.177385,Software Engineering
1006,-7.06992,-10.562487,9.532513,Software Engineering
1007,-8.755527,1.7218623,-20.720976,Software Engineering
1008,-8.121378,-11.478657,18.468979,Software Engineering
1009,-1.0929059,-14.548209,13.877716,Software Engineering
1010,-10.834167,-11.550031,11.77393,Software Engineering
1011,-11.083802,-11.684382,18.116863,Software Engineering
1012,-0.9816305,-16.575594,5.2661047,Software Engineering
1013,6.204857,-13.857695,-0.52572715,Software Engineering
1014,-9.533575,-11.7566395,13.517789,Software Engineering
1015,-21.506626,2.2038524,7.373752,Software Engineering
1016,6.204857,-13.857695,-0.52572715,Software Engineering
1017,2.0244534,-14.501562,13.182636,Software Engineering
1018,-1.4717697,-17.630245,4.708763,Software Engineering
1019,0.3151888,-21.84879,15.377101,Software Engineering
1020,-7.768778,-11.745126,13.901485,Software Engineering
1021,4.721611,-12.765672,15.76962,Software Engineering
1022,-9.272858,-12.310775,16.692348,Software Engineering
